,WT_1,KO_1,WT_2,KO_2,WT_3,KO_3
ENSMUSG00000099655,6,3,2,1,2,3
ENSMUSG00000065204,0,0,0,0,1,0
ENSMUSG00000025228,2080,2012,2056,1993,2496,2414
ENSMUSG00000025231,223,228,235,246,259,256
ENSMUSG00000025034,1256,1591,1293,1491,1480,2105
ENSMUSG00000025035,249,279,246,242,239,296
ENSMUSG00000025036,2357,2603,2187,2826,3194,3152
ENSMUSG00000047731,11332,12663,8927,12628,18932,15256
ENSMUSG00000003555,3884,1817,1411,1614,2579,3801
ENSMUSG00000097937,12,25,3,12,13,36
ENSMUSG00000062376,309,284,224,318,304,423
ENSMUSG00000003559,1725,1577,1174,1615,1661,2024
ENSMUSG00000064105,365,349,391,352,677,612
ENSMUSG00000025041,643,706,713,856,695,829
ENSMUSG00000034336,1,0,0,0,0,0
ENSMUSG00000025050,271,345,328,305,401,370
ENSMUSG00000094400,0,0,0,0,1,0
ENSMUSG00000025049,120,131,192,166,197,152
ENSMUSG00000071528,923,1017,987,847,994,993
ENSMUSG00000025047,1064,1023,1218,1115,1368,1146
ENSMUSG00000033033,67,105,19,37,13,44
ENSMUSG00000079258,0,0,0,0,0,1
ENSMUSG00000094219,0,0,0,0,0,0
ENSMUSG00000091230,0,0,0,0,0,0
ENSMUSG00000006435,11,10,13,9,9,15
ENSMUSG00000053617,2355,2248,2279,2273,2191,2161
ENSMUSG00000098786,1,0,0,2,0,0
ENSMUSG00000042694,98,83,117,112,93,138
ENSMUSG00000097990,1,3,4,2,2,5
ENSMUSG00000025060,2192,2138,1943,2133,1981,1766
ENSMUSG00000086121,0,0,1,0,0,0
ENSMUSG00000025064,3,2,2,1,0,0
ENSMUSG00000088525,0,0,0,0,0,0
ENSMUSG00000096704,0,0,0,0,0,0
ENSMUSG00000025066,1151,885,1098,1024,1191,1034
ENSMUSG00000044948,106,261,63,20,13,38
ENSMUSG00000099069,0,0,0,0,0,0
ENSMUSG00000025068,2538,2467,2356,2619,3048,3188
ENSMUSG00000025069,3,8,4,14,0,2
ENSMUSG00000092966,0,0,0,0,0,0
ENSMUSG00000046585,0,0,0,0,0,0
ENSMUSG00000063434,2,1,4,4,3,1
ENSMUSG00000089004,0,0,0,0,0,0
ENSMUSG00000098507,0,0,0,0,0,0
ENSMUSG00000062083,1,0,4,2,2,3
ENSMUSG00000043531,1,0,0,0,0,0
ENSMUSG00000098916,0,0,0,0,0,0
ENSMUSG00000110007,0,0,0,0,0,0
ENSMUSG00000097446,0,0,0,0,0,0
ENSMUSG00000089094,0,0,0,0,0,0
ENSMUSG00000065143,0,0,0,0,0,0
ENSMUSG00000097719,0,0,0,0,0,0
ENSMUSG00000035804,0,0,0,0,0,0
ENSMUSG00000025027,1499,1227,1627,1586,1318,1407
ENSMUSG00000098730,0,0,0,0,0,0
ENSMUSG00000099988,0,0,0,0,0,0
ENSMUSG00000025026,427,528,393,378,222,357
ENSMUSG00000088855,0,0,0,0,0,0
ENSMUSG00000025025,739,758,609,675,897,903
ENSMUSG00000067085,0,0,0,0,0,0
ENSMUSG00000025024,661,594,630,585,655,601
ENSMUSG00000097636,4,2,0,0,0,5
ENSMUSG00000097779,0,0,0,0,0,0
ENSMUSG00000034765,115,148,139,149,72,72
ENSMUSG00000071497,6,12,5,12,4,8
ENSMUSG00000024974,1279,1233,1365,1247,1197,951
ENSMUSG00000043639,164,197,111,164,167,123
ENSMUSG00000089807,0,0,0,0,0,0
ENSMUSG00000089679,9,1,2,7,0,1
ENSMUSG00000024975,2385,2427,2472,3052,2377,2090
ENSMUSG00000084957,273,282,234,278,245,305
ENSMUSG00000024976,1239,1284,1300,1381,1424,1405
ENSMUSG00000033717,2,6,1,3,98,5
ENSMUSG00000024978,4513,4875,5052,7032,4809,5715
ENSMUSG00000024979,1,3,0,5,0,14
ENSMUSG00000098289,0,0,0,0,0,0
ENSMUSG00000055523,0,0,0,1,0,1
ENSMUSG00000024981,8071,9973,12076,15104,11610,10484
ENSMUSG00000024982,2181,1772,2072,2007,2372,1840
ENSMUSG00000024983,547,418,417,467,501,463
ENSMUSG00000097632,1,8,2,0,0,3
ENSMUSG00000024985,474,534,507,496,467,441
ENSMUSG00000099746,0,1,0,0,0,0
ENSMUSG00000077223,0,0,0,0,2,1
ENSMUSG00000025075,10211,9238,13424,11579,13364,11432
ENSMUSG00000049134,7,16,9,21,5,12
ENSMUSG00000090990,0,0,0,0,0,1
ENSMUSG00000025076,1346,963,1717,1152,645,1043
ENSMUSG00000035818,1,2,0,0,1,0
ENSMUSG00000025077,587,496,409,436,474,625
ENSMUSG00000025078,607,799,497,599,603,738
ENSMUSG00000035283,103,123,26,25,15,49
ENSMUSG00000067063,0,0,0,0,0,0
ENSMUSG00000035173,586,622,552,543,585,408
ENSMUSG00000025081,0,0,0,0,0,0
ENSMUSG00000025082,0,0,0,0,0,0
ENSMUSG00000025083,60,54,53,27,6,16
ENSMUSG00000025085,1737,1222,1965,1859,1518,1296
ENSMUSG00000097785,5,9,5,3,4,7
ENSMUSG00000033478,2105,1742,2060,1765,2936,1957
ENSMUSG00000025086,516,459,615,494,535,408
ENSMUSG00000097374,0,0,0,0,0,0
ENSMUSG00000117655,0,0,0,0,2,0
ENSMUSG00000054843,1184,1174,1220,1552,1502,1350
ENSMUSG00000093757,0,0,0,0,0,0
ENSMUSG00000087002,0,0,0,0,0,0
ENSMUSG00000025089,9994,9367,8168,7058,8780,10494
ENSMUSG00000025090,0,0,0,0,0,0
ENSMUSG00000100001,0,0,0,0,0,0
ENSMUSG00000046008,0,1,2,0,0,1
ENSMUSG00000101088,0,0,0,0,0,0
ENSMUSG00000042179,3,32,6,25,4,48
ENSMUSG00000025091,0,0,0,1,0,0
ENSMUSG00000026931,0,0,0,0,0,0
ENSMUSG00000087956,0,0,0,0,0,0
ENSMUSG00000091410,0,0,0,0,0,0
ENSMUSG00000025092,65,77,44,12,11,29
ENSMUSG00000092813,0,0,0,0,0,0
ENSMUSG00000048029,0,0,2,0,5,2
ENSMUSG00000041362,1471,966,1521,1287,1451,1175
ENSMUSG00000006270,0,0,0,0,0,0
ENSMUSG00000040901,0,0,0,0,0,0
ENSMUSG00000101630,2,0,0,0,0,0
ENSMUSG00000025094,35,39,32,36,64,47
ENSMUSG00000074746,1435,1218,1436,1297,1783,1462
ENSMUSG00000067038,15,13,30,51,47,44
ENSMUSG00000110210,0,0,0,0,0,0
ENSMUSG00000087095,0,0,0,0,0,0
ENSMUSG00000043969,0,0,0,0,0,0
ENSMUSG00000100119,0,0,0,0,0,0
ENSMUSG00000090965,1,0,0,0,0,2
ENSMUSG00000040022,352,267,323,329,216,360
ENSMUSG00000091378,0,0,0,0,0,0
ENSMUSG00000053117,0,0,0,0,0,0
ENSMUSG00000057858,175,125,153,136,178,153
ENSMUSG00000043623,1,0,0,1,0,0
ENSMUSG00000099678,0,0,0,0,0,0
ENSMUSG00000045052,0,0,0,0,0,0
ENSMUSG00000033417,2212,3566,2344,3032,1633,2979
ENSMUSG00000092655,0,0,0,0,0,0
ENSMUSG00000072437,1,8,8,8,5,7
ENSMUSG00000024991,8396,9575,9132,9036,11123,8346
ENSMUSG00000105118,0,0,0,0,0,0
ENSMUSG00000095530,0,0,0,0,0,0
ENSMUSG00000089598,0,0,0,0,0,0
ENSMUSG00000024993,924,807,824,802,773,782
ENSMUSG00000083036,0,0,0,0,0,0
ENSMUSG00000063698,5,8,4,8,6,4
ENSMUSG00000024997,2696,3434,2969,3743,2861,3609
ENSMUSG00000003228,205,338,626,306,295,247
ENSMUSG00000096578,0,0,0,0,0,1
ENSMUSG00000088894,0,0,0,0,0,0
ENSMUSG00000074733,388,785,351,438,388,419
ENSMUSG00000070263,0,0,0,0,0,0
ENSMUSG00000094649,1,1,3,1,0,1
ENSMUSG00000069475,1,2,3,1,2,1
ENSMUSG00000059326,191,234,72,116,52,137
ENSMUSG00000095993,0,0,0,0,0,0
ENSMUSG00000100249,0,0,0,0,0,0
ENSMUSG00000096426,0,0,0,0,0,0
ENSMUSG00000084298,0,0,0,0,0,0
ENSMUSG00000095907,0,0,0,0,0,0
ENSMUSG00000080876,0,0,0,0,0,0
ENSMUSG00000083144,0,0,0,0,0,0
ENSMUSG00000083918,0,0,0,0,0,0
ENSMUSG00000094558,0,0,0,0,0,0
ENSMUSG00000081589,0,0,0,0,0,0
ENSMUSG00000082167,0,0,0,0,0,0
ENSMUSG00000095492,0,0,0,0,0,0
ENSMUSG00000094876,0,0,0,0,0,0
ENSMUSG00000095716,0,0,0,0,0,0
ENSMUSG00000095259,0,0,0,0,0,0
ENSMUSG00000082025,0,0,0,0,0,0
ENSMUSG00000096524,0,0,0,0,0,0
ENSMUSG00000080300,0,0,0,0,0,0
ENSMUSG00000101381,0,0,0,0,0,0
ENSMUSG00000094725,0,0,0,0,0,0
ENSMUSG00000096733,0,0,0,0,0,0
ENSMUSG00000078218,0,0,0,0,0,0
ENSMUSG00000085978,0,0,0,0,0,0
ENSMUSG00000080299,0,0,0,0,0,0
ENSMUSG00000084955,0,0,0,0,0,0
ENSMUSG00000082081,0,0,0,0,0,0
ENSMUSG00000093977,0,0,0,0,0,0
ENSMUSG00000082489,0,0,0,0,0,0
ENSMUSG00000094307,0,0,0,0,0,0
ENSMUSG00000094596,0,0,0,0,0,0
ENSMUSG00000094240,0,0,0,0,0,0
ENSMUSG00000085775,0,0,0,0,0,0
ENSMUSG00000085966,0,0,0,0,0,0
ENSMUSG00000095411,0,0,0,0,0,0
ENSMUSG00000094273,0,0,0,0,0,0
ENSMUSG00000094794,0,0,0,0,0,0
ENSMUSG00000080073,0,0,0,0,0,0
ENSMUSG00000094323,0,0,0,0,0,0
ENSMUSG00000078214,0,0,0,0,0,0
ENSMUSG00000096800,0,0,0,0,0,0
ENSMUSG00000085686,0,0,0,0,0,0
ENSMUSG00000095657,0,0,0,0,0,0
ENSMUSG00000078213,0,0,0,0,0,0
ENSMUSG00000094693,0,0,0,0,0,0
ENSMUSG00000078212,0,0,0,0,0,0
ENSMUSG00000086497,0,0,0,0,0,0
ENSMUSG00000095436,0,0,0,0,0,0
ENSMUSG00000094860,0,0,0,0,0,0
ENSMUSG00000094358,0,0,0,0,0,0
ENSMUSG00000080792,0,0,0,0,0,0
ENSMUSG00000094401,0,0,0,0,0,0
ENSMUSG00000085706,0,0,0,0,0,0
ENSMUSG00000078210,0,0,0,0,0,0
ENSMUSG00000081626,0,0,0,0,0,0
ENSMUSG00000082975,0,0,0,0,0,0
ENSMUSG00000044597,0,0,0,0,0,0
ENSMUSG00000082326,0,0,0,0,0,0
ENSMUSG00000082270,0,0,0,0,0,0
ENSMUSG00000095814,0,0,0,0,0,0
ENSMUSG00000081232,5,10,12,21,6,18
ENSMUSG00000081486,0,0,0,0,0,0
ENSMUSG00000083939,0,0,0,0,0,0
ENSMUSG00000080186,0,0,0,1,1,1
ENSMUSG00000081661,0,0,0,0,0,0
ENSMUSG00000097342,0,0,0,0,0,0
ENSMUSG00000073295,1,6,3,13,0,5
ENSMUSG00000082109,3,1,2,1,0,0
ENSMUSG00000099018,0,0,0,0,0,0
ENSMUSG00000073294,0,0,0,0,0,0
ENSMUSG00000075918,0,0,0,0,0,0
ENSMUSG00000073293,3,3,3,1,1,0
ENSMUSG00000023279,1,0,0,0,0,0
ENSMUSG00000068270,84,91,54,24,14,29
ENSMUSG00000062393,0,1,0,0,0,1
ENSMUSG00000051592,0,0,0,0,0,0
ENSMUSG00000050089,0,0,0,0,0,0
ENSMUSG00000082240,0,0,0,0,0,0
ENSMUSG00000004317,326,416,354,401,368,453
ENSMUSG00000089127,0,0,0,0,0,0
ENSMUSG00000070108,0,0,0,0,0,0
ENSMUSG00000076251,0,0,0,0,0,0
ENSMUSG00000070100,0,0,0,0,0,0
ENSMUSG00000065398,0,0,0,0,0,0
ENSMUSG00000070139,0,0,0,0,0,0
ENSMUSG00000046269,42,20,30,30,47,19
ENSMUSG00000087252,1,2,1,0,1,3
ENSMUSG00000063018,3,0,4,1,4,1
ENSMUSG00000083535,0,0,0,0,0,0
ENSMUSG00000084150,0,0,0,0,0,0
ENSMUSG00000083402,0,0,0,0,0,0
ENSMUSG00000088477,0,0,0,0,0,0
ENSMUSG00000039556,6,4,6,3,13,7
ENSMUSG00000103436,1,0,0,1,6,0
ENSMUSG00000039545,2,0,5,1,2,7
ENSMUSG00000039521,1,2,2,3,3,6
ENSMUSG00000031143,0,0,0,0,0,0
ENSMUSG00000031142,2,7,0,3,0,2
ENSMUSG00000031144,6,13,7,6,1,6
ENSMUSG00000087644,22,14,14,23,12,17
ENSMUSG00000031145,149,139,118,142,202,150
ENSMUSG00000031146,28,23,36,38,34,35
ENSMUSG00000031147,530,397,510,490,584,501
ENSMUSG00000081083,0,0,0,0,0,0
ENSMUSG00000031148,733,734,757,642,770,612
ENSMUSG00000039382,372,317,402,430,582,494
ENSMUSG00000109493,0,1,0,0,0,0
ENSMUSG00000031149,36,50,32,19,20,22
ENSMUSG00000031150,139,283,124,272,109,261
ENSMUSG00000082617,0,0,0,0,0,1
ENSMUSG00000000134,1117,1262,1258,1151,1075,1082
ENSMUSG00000031153,861,969,879,806,807,806
ENSMUSG00000080645,1,1,0,0,0,0
ENSMUSG00000009731,0,39,0,7,1,11
ENSMUSG00000031154,1467,1354,1573,1665,1653,1604
ENSMUSG00000031155,168,138,132,93,123,142
ENSMUSG00000031156,278,345,341,326,356,324
ENSMUSG00000031157,609,581,602,635,572,715
ENSMUSG00000031158,857,840,905,893,897,937
ENSMUSG00000073291,0,0,0,0,0,0
ENSMUSG00000073290,0,0,0,0,1,1
ENSMUSG00000039278,0,0,1,0,0,0
ENSMUSG00000031160,0,0,0,0,0,0
ENSMUSG00000031161,1001,769,960,836,996,978
ENSMUSG00000082054,0,0,0,0,0,0
ENSMUSG00000031162,3,0,0,0,4,1
ENSMUSG00000031163,11,4,4,5,8,14
ENSMUSG00000083518,1,2,0,0,0,1
ENSMUSG00000080877,5,2,11,3,6,2
ENSMUSG00000082404,0,0,0,0,0,0
ENSMUSG00000087193,0,2,0,0,0,0
ENSMUSG00000068243,1,5,4,18,13,5
ENSMUSG00000039231,254,202,341,327,304,283
ENSMUSG00000031165,65,145,48,54,21,47
ENSMUSG00000088211,0,0,0,0,0,0
ENSMUSG00000086404,2,7,5,2,3,3
ENSMUSG00000081042,0,0,0,0,0,0
ENSMUSG00000031166,1010,957,1039,975,1216,895
ENSMUSG00000031167,1750,1639,1046,1044,1120,1375
ENSMUSG00000055188,9,13,13,4,13,8
ENSMUSG00000039201,190,222,250,191,187,185
ENSMUSG00000031168,3594,3542,5581,6750,4961,4151
ENSMUSG00000031169,112,73,98,83,119,85
ENSMUSG00000031171,537,474,660,568,722,597
ENSMUSG00000031170,8,15,3,10,9,2
ENSMUSG00000068219,0,0,0,0,0,0
ENSMUSG00000068218,0,0,0,0,0,0
ENSMUSG00000079705,0,0,0,0,0,0
ENSMUSG00000023165,0,0,0,0,0,0
ENSMUSG00000079704,0,0,0,0,0,0
ENSMUSG00000079702,0,0,0,0,0,0
ENSMUSG00000079701,0,0,0,0,0,0
ENSMUSG00000080897,0,0,0,0,0,0
ENSMUSG00000081410,0,0,0,0,0,0
ENSMUSG00000082496,0,0,0,0,0,0
ENSMUSG00000082458,0,0,0,0,0,0
ENSMUSG00000079703,0,0,0,0,0,0
ENSMUSG00000035371,0,0,0,0,0,0
ENSMUSG00000071816,2,0,0,0,0,1
ENSMUSG00000082129,0,0,0,0,0,0
ENSMUSG00000079699,0,0,0,0,2,0
ENSMUSG00000079697,4,7,5,2,9,6
ENSMUSG00000052364,16,13,32,17,14,27
ENSMUSG00000082198,0,0,0,0,0,0
ENSMUSG00000081381,0,0,0,0,0,0
ENSMUSG00000083871,0,0,0,0,0,0
ENSMUSG00000080051,0,0,0,0,0,0
ENSMUSG00000078208,0,0,0,0,0,0
ENSMUSG00000081020,0,0,0,0,0,0
ENSMUSG00000060685,0,0,0,0,0,0
ENSMUSG00000087584,0,0,0,0,0,0
ENSMUSG00000078206,0,0,0,0,0,0
ENSMUSG00000083468,0,0,1,0,0,0
ENSMUSG00000082222,0,0,0,0,0,0
ENSMUSG00000071815,0,0,0,0,0,0
ENSMUSG00000086518,0,0,0,0,0,0
ENSMUSG00000083714,0,0,0,0,0,0
ENSMUSG00000080050,0,0,0,0,0,0
ENSMUSG00000080952,0,0,0,0,0,0
ENSMUSG00000072249,0,0,0,0,0,0
ENSMUSG00000081959,0,0,0,0,0,0
ENSMUSG00000083123,0,0,0,0,0,0
ENSMUSG00000045797,0,0,0,0,0,0
ENSMUSG00000087021,0,0,0,0,0,0
ENSMUSG00000047344,2,0,0,1,2,0
ENSMUSG00000079694,0,0,0,0,0,0
ENSMUSG00000015342,269,218,344,328,234,171
ENSMUSG00000100200,0,7,1,8,3,6
ENSMUSG00000065155,0,0,0,0,0,0
ENSMUSG00000083670,5,3,5,10,2,9
ENSMUSG00000083608,1,0,0,1,1,1
ENSMUSG00000100448,0,0,0,0,0,0
ENSMUSG00000015340,991,1475,484,591,204,681
ENSMUSG00000077713,0,0,0,0,0,0
ENSMUSG00000061065,0,0,0,0,0,0
ENSMUSG00000031176,1365,1329,1299,1451,1380,1524
ENSMUSG00000040456,0,0,0,0,0,0
ENSMUSG00000048994,0,0,0,0,0,0
ENSMUSG00000054453,1,3,4,9,6,1
ENSMUSG00000081898,0,0,0,0,0,0
ENSMUSG00000090084,0,0,0,2,0,1
ENSMUSG00000031174,61,87,51,55,52,67
ENSMUSG00000031173,21049,17349,18651,18986,19179,19117
ENSMUSG00000086996,0,0,0,0,0,0
ENSMUSG00000058254,1166,1570,856,708,278,813
ENSMUSG00000088404,0,0,0,0,0,0
ENSMUSG00000068200,3,0,2,2,4,2
ENSMUSG00000083262,0,0,0,0,0,0
ENSMUSG00000081308,0,0,0,0,0,0
ENSMUSG00000097444,2,1,2,2,3,1
ENSMUSG00000008035,1086,396,666,596,712,739
ENSMUSG00000085587,0,0,0,0,0,0
ENSMUSG00000081680,0,0,0,0,0,0
ENSMUSG00000083419,0,0,0,0,0,0
ENSMUSG00000080948,0,0,0,0,0,0
ENSMUSG00000100626,0,0,0,0,0,0
ENSMUSG00000101819,0,0,0,0,0,0
ENSMUSG00000096097,0,0,0,0,0,0
ENSMUSG00000094904,0,0,0,0,0,0
ENSMUSG00000095413,0,0,0,0,0,0
ENSMUSG00000095655,0,0,0,0,0,0
ENSMUSG00000095662,0,0,0,0,0,0
ENSMUSG00000099443,0,0,0,0,0,0
ENSMUSG00000095445,0,0,0,0,0,0
ENSMUSG00000069038,0,0,0,0,0,0
ENSMUSG00000083492,0,0,0,0,0,0
ENSMUSG00000080811,0,0,0,0,0,0
ENSMUSG00000065825,0,0,0,0,0,0
ENSMUSG00000082146,0,0,0,0,0,0
ENSMUSG00000083439,0,0,0,0,0,0
ENSMUSG00000081947,0,0,0,0,0,0
ENSMUSG00000040363,1214,919,1506,1503,1419,1126
ENSMUSG00000083486,0,0,0,0,0,0
ENSMUSG00000087591,0,0,0,0,0,0
ENSMUSG00000081461,0,0,0,0,0,0
ENSMUSG00000031007,1100,1109,1135,1029,1695,1005
ENSMUSG00000083199,0,1,2,1,1,0
ENSMUSG00000079871,0,0,0,0,0,0
ENSMUSG00000044148,230,216,212,229,181,222
ENSMUSG00000086473,0,0,0,0,0,0
ENSMUSG00000064127,1099,1173,1152,1234,1358,1118
ENSMUSG00000085891,0,0,5,1,3,2
ENSMUSG00000077858,0,0,0,0,0,0
ENSMUSG00000083760,1,0,0,1,1,0
ENSMUSG00000083307,1,1,0,2,1,0
ENSMUSG00000083751,0,0,0,0,0,0
ENSMUSG00000087424,5,13,9,4,6,10
ENSMUSG00000031010,4449,4574,4431,5302,4783,4351
ENSMUSG00000094574,0,0,0,0,0,0
ENSMUSG00000094259,0,0,0,0,0,0
ENSMUSG00000084349,59,50,67,140,84,119
ENSMUSG00000065813,0,0,0,0,0,0
ENSMUSG00000083364,12,4,9,23,9,12
ENSMUSG00000100714,4,6,5,8,5,8
ENSMUSG00000082090,1,2,1,3,1,7
ENSMUSG00000000787,10319,11057,10326,10536,11940,11546
ENSMUSG00000081255,0,1,1,1,4,0
ENSMUSG00000080914,0,0,0,0,0,2
ENSMUSG00000080818,0,2,0,0,0,0
ENSMUSG00000051228,1,4,4,5,0,3
ENSMUSG00000081597,0,0,2,0,0,0
ENSMUSG00000031012,622,648,602,685,780,675
ENSMUSG00000040229,1,1,0,1,0,0
ENSMUSG00000093217,0,0,0,0,0,0
ENSMUSG00000047678,1,0,0,1,0,1
ENSMUSG00000082736,0,0,0,0,0,0
ENSMUSG00000088706,0,0,0,0,0,0
ENSMUSG00000078346,0,0,0,0,0,0
ENSMUSG00000080733,0,0,0,0,0,0
ENSMUSG00000064772,0,0,0,0,0,0
ENSMUSG00000084907,0,0,0,0,0,0
ENSMUSG00000081763,0,0,0,0,0,0
ENSMUSG00000045217,0,0,0,0,0,0
ENSMUSG00000082838,0,4,2,0,1,2
ENSMUSG00000083931,0,0,0,0,0,0
ENSMUSG00000081994,0,0,0,0,0,0
ENSMUSG00000070258,0,0,0,0,0,0
ENSMUSG00000093014,0,0,0,0,0,0
ENSMUSG00000070240,0,0,0,0,0,0
ENSMUSG00000086048,0,0,0,0,0,0
ENSMUSG00000081312,0,0,0,0,0,0
ENSMUSG00000083551,0,0,0,0,0,0
ENSMUSG00000023257,0,0,0,0,0,0
ENSMUSG00000083288,0,1,3,1,0,3
ENSMUSG00000025037,345,324,377,273,399,371
ENSMUSG00000040147,10392,8546,11066,11075,9503,9210
ENSMUSG00000040138,0,0,0,0,0,0
ENSMUSG00000025038,0,0,0,0,0,2
ENSMUSG00000081858,0,0,0,0,0,0
ENSMUSG00000065242,0,0,0,0,0,0
ENSMUSG00000025040,279,275,269,243,214,175
ENSMUSG00000083140,0,0,0,0,0,0
ENSMUSG00000081614,1,1,4,0,2,1
ENSMUSG00000096716,0,0,0,0,0,0
ENSMUSG00000096235,0,0,0,0,0,0
ENSMUSG00000025043,0,0,0,0,0,0
ENSMUSG00000037369,833,965,705,827,833,612
ENSMUSG00000065068,0,0,0,0,0,0
ENSMUSG00000081271,0,0,0,0,0,0
ENSMUSG00000037358,0,0,1,0,0,0
ENSMUSG00000082757,0,0,0,0,0,0
ENSMUSG00000081654,0,0,0,0,0,0
ENSMUSG00000065422,0,0,0,0,0,0
ENSMUSG00000065471,0,0,0,0,0,0
ENSMUSG00000073274,2,1,0,2,1,1
ENSMUSG00000097497,0,0,1,0,0,0
ENSMUSG00000077277,0,0,0,0,0,0
ENSMUSG00000082680,0,0,0,0,0,0
ENSMUSG00000068149,0,0,0,0,0,0
ENSMUSG00000084327,0,0,0,0,0,0
ENSMUSG00000065091,0,0,0,0,0,0
ENSMUSG00000081735,0,0,0,0,0,0
ENSMUSG00000084186,0,0,0,0,0,0
ENSMUSG00000080998,0,0,0,0,0,0
ENSMUSG00000037347,50,37,28,15,9,28
ENSMUSG00000037341,127,59,98,73,99,39
ENSMUSG00000083033,2,3,9,6,4,4
ENSMUSG00000087415,0,0,0,0,0,0
ENSMUSG00000060090,412,413,331,384,385,407
ENSMUSG00000084137,0,0,0,0,0,0
ENSMUSG00000082855,2,0,0,1,1,1
ENSMUSG00000037315,119,144,190,125,148,187
ENSMUSG00000081529,0,0,0,0,0,0
ENSMUSG00000081390,0,0,0,0,0,0
ENSMUSG00000023070,33480,25183,29440,31204,27038,26335
ENSMUSG00000084830,6,7,12,15,17,15
ENSMUSG00000064398,0,0,1,0,2,0
ENSMUSG00000031059,1593,1650,1914,1898,2212,1906
ENSMUSG00000031060,1208,1355,1582,1272,1237,1036
ENSMUSG00000001924,9788,8137,9994,9104,9003,7898
ENSMUSG00000031065,917,901,1022,991,1178,1149
ENSMUSG00000031066,16,13,23,14,7,24
ENSMUSG00000001127,2402,2252,2583,2711,2874,2523
ENSMUSG00000065314,0,0,0,0,0,0
ENSMUSG00000092838,0,0,0,0,0,0
ENSMUSG00000082393,0,0,0,0,0,0
ENSMUSG00000037217,9,30,8,11,1,13
ENSMUSG00000093408,0,0,0,0,0,0
ENSMUSG00000001131,0,0,1,3,1,21
ENSMUSG00000080757,0,0,0,0,0,0
ENSMUSG00000001128,952,1753,501,572,260,784
ENSMUSG00000009406,307,314,276,370,346,354
ENSMUSG00000001134,230,239,162,236,242,257
ENSMUSG00000086877,26,21,29,23,31,35
ENSMUSG00000054737,154,126,117,124,108,120
ENSMUSG00000037167,0,0,0,1,0,0
ENSMUSG00000031079,6,1,2,6,13,6
ENSMUSG00000062814,0,0,0,0,0,0
ENSMUSG00000083892,0,2,0,6,0,3
ENSMUSG00000095316,0,0,0,0,0,0
ENSMUSG00000087358,0,0,0,0,0,0
ENSMUSG00000087586,0,0,0,0,0,0
ENSMUSG00000097824,0,0,0,0,0,0
ENSMUSG00000051537,0,0,0,0,0,0
ENSMUSG00000068122,0,0,0,0,0,0
ENSMUSG00000077430,0,0,0,0,0,0
ENSMUSG00000081641,0,0,0,0,0,0
ENSMUSG00000081475,0,0,0,0,0,0
ENSMUSG00000031089,0,0,0,0,0,0
ENSMUSG00000088701,0,0,0,0,0,0
ENSMUSG00000101818,0,0,0,0,0,0
ENSMUSG00000101776,0,0,0,0,0,0
ENSMUSG00000065074,0,0,0,0,0,0
ENSMUSG00000082175,0,0,0,0,0,0
ENSMUSG00000083030,0,0,0,0,0,0
ENSMUSG00000081064,0,0,0,0,0,0
ENSMUSG00000064685,0,0,0,0,0,0
ENSMUSG00000085073,0,0,0,0,0,0
ENSMUSG00000083290,0,0,0,0,0,0
ENSMUSG00000052025,0,0,0,0,0,0
ENSMUSG00000064659,0,0,0,0,0,0
ENSMUSG00000036782,574,1052,786,1223,628,1321
ENSMUSG00000080862,1,1,0,1,0,2
ENSMUSG00000082155,0,0,0,0,0,0
ENSMUSG00000036769,215,209,216,184,215,177
ENSMUSG00000081812,0,0,0,0,0,0
ENSMUSG00000068113,0,1,0,0,0,0
ENSMUSG00000090102,0,0,0,0,0,0
ENSMUSG00000093024,0,0,0,0,0,0
ENSMUSG00000083099,0,0,0,0,0,0
ENSMUSG00000083475,0,0,0,0,0,0
ENSMUSG00000098485,0,0,0,0,0,0
ENSMUSG00000087133,0,0,0,0,0,0
ENSMUSG00000084063,0,0,0,0,0,0
ENSMUSG00000081218,0,0,0,0,0,0
ENSMUSG00000098585,0,0,0,0,0,0
ENSMUSG00000098899,0,0,0,0,0,0
ENSMUSG00000093923,0,0,0,0,0,0
ENSMUSG00000094775,0,0,0,0,0,0
ENSMUSG00000105318,0,0,0,0,0,0
ENSMUSG00000082188,0,0,0,0,0,0
ENSMUSG00000096620,0,0,0,0,0,0
ENSMUSG00000096724,0,0,0,0,0,0
ENSMUSG00000073267,0,0,0,0,0,0
ENSMUSG00000080959,0,0,0,0,0,0
ENSMUSG00000098849,0,0,0,0,0,0
ENSMUSG00000095392,0,0,0,0,0,0
ENSMUSG00000086959,0,0,0,0,0,0
ENSMUSG00000083060,0,0,0,0,0,0
ENSMUSG00000079655,0,0,0,0,0,0
ENSMUSG00000082639,0,0,0,0,0,0
ENSMUSG00000080498,0,0,0,0,0,0
ENSMUSG00000083628,0,0,0,0,0,0
ENSMUSG00000080819,0,0,0,0,0,0
ENSMUSG00000095063,0,0,0,0,0,0
ENSMUSG00000099097,0,0,0,0,0,0
ENSMUSG00000071788,0,0,0,0,0,0
ENSMUSG00000096907,0,0,0,0,0,0
ENSMUSG00000080725,0,0,0,0,0,0
ENSMUSG00000093984,0,0,0,0,0,0
ENSMUSG00000095423,0,0,0,0,0,0
ENSMUSG00000095546,0,0,0,0,0,0
ENSMUSG00000104666,0,0,0,0,0,0
ENSMUSG00000095321,0,0,0,0,0,0
